volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
mdp.39015063947074,not,obscure,1914,1855,m,us,4658,0.317802996565,"O'Hagan, Thomas,",In the heart of the meadow,,random,0
hvd.32044018706432,rev,known,1845,1786,f,uk,41434,0.531621857744,"Southey, Caroline Bowles,",The birth-day,QR,reviewed,1
njp.32101068176328,rev,known,1868,1820,f,us,19728,0.627373560477,"Cary, Alice,",A lover's diary,ATL,reviewed,1
uc2.ark+=13960=t42r42k8x,rev,known,1872,1824,m,uk,26765,0.554936461611,"Smith, Walter C.",Olrig Grange,FR,reviewed,1
nyp.33433066640792,rev,known,1870,1830,f,us,18900,0.638448735806,"Jackson, Helen Hunt,",Verses,ATL,reviewed,1
nyp.33433074858238,rev,known,1851,1806,f,uk,48423,0.621090571935,"Browning, Elizabeth Barrett,","Prometheus bound, and other poems;",QR,"Norton, in-set",1
uc2.ark+=13960=t4gm84g69,not,obscure,1895,1840,f,us,13772,0.439969644031,"Cocke, Zitella,",A Doric reed,,random,0
njp.32101067627149,not,obscure,1890,1828,m,us,16653,0.291743383631,"Anderson, Duncan,","Lays of Canada, and other poems",,random,0
nyp.33433066636204,rev,known,1871,1837,m,us,48448,0.620442507935,"Miller, Joaquin,",Songs of the Sierras,BM,reviewed,1
loc.ark+=13960=t3rv14c6x,not,obscure,1878,1837,m,us,20331,0.305036995478,"Murphy, John Albert,",Cosmostoria,,random,0
njp.32101063702987,not,obscure,1881,1820,m,us,9700,0.327541507255,"Randolph, Anson D. F.",Easter chimes,,random,0
uva.x002264382,rev,known,1908,1846,f,uk,22320,0.660427181364,"Field, Michael.",Wild honey from various thyme,TNA,"Norton, in-set",1
mdp.39015059422017,not,obscure,1894,1839,m,uk,24339,0.482441960841,"Japp, Alexander H.",Dramatic pictures,,random,0
uc2.ark+=13960=t26974b8z,rev,known,1894,1858,m,uk,8613,0.584220767142,"Watson, William,",Odes and other poems,FR,reviewed,1
mdp.39015063931839,rev,known,1912,1873,m,us,5906,0.629932202714,"How, Louis,",The youth replies,PMV,reviewed,1
nyp.33433066626916,rev,known,1883,1834,m,us,25207,0.618494111913,"Nichols, Starr Hoyt,",Monte Rosa,ATL,reviewed,1
mdp.39015063937810,not,obscure,1871,1851,m,uk,32972,0.518358453296,"Mackay, Eric,",Love letters of a violinist,,random,0
uc2.ark+=13960=t4kk95h1q,rev,known,1914,1886,m,us,20623,0.62786383282,"Benét, William Rose,",The falconer of God,PMV,reviewed,1
nyp.33433076026321,not,obscure,1846,0,m,us,50891,0.380238928298,"White, Albert.","Sacred poems, poems of love & romance, humorous and narrative poems",,random,0
uc2.ark+=13960=t3rv0d813,rev,known,1911,1864,m,us,25492,0.528969398871,"Watts, Harvey Maitland,",The wife of Potiphar,PMV,reviewed,1
uc2.ark+=13960=t1hh6d09g,rev,known,1892,1853,m,us,10902,0.514454872683,"Johnson, Robert Underwood,","The winter hour, and other poems",ATL,reviewed,1
uc2.ark+=13960=t3qv3cf46,not,obscure,1912,1862,m,us,18232,0.453606930179,"Kiser, Samuel E.",The land of little care,,random,0
uc2.ark+=13960=t12n5658q,rev,known,1915,1886,f,uk,2290,0.699692248338,"Cornford, Frances Darwin,",Spring morning,EGO,reviewed,1
njp.32101067004570,rev,known,1862,1828,m,uk,26952,0.401214554896,"Wingate, David,",Poems and songs,BM,reviewed,1
wu.89098012313,rev,obscure,1880,1826,f,us,15801,0.585040279689,"Bostwick, Helen Louise Barron,",Four-o'clocks,ATL,reviewed,1
wu.89089198006,rev,known,1820,1795,m,uk,28970,0.62863662236,"Keats, John,","Lamia, Isabella, the eve of Saint Agnes, and other poems",ER,"Norton, in-set",1
loc.ark+=13960=t7pn9zm6f,not,obscure,1918,1893,m,us,7563,0.647526536622,"McClure, John Peebles,",Airs and ballads,,random,0
uc2.ark+=13960=t5p84dd5d,rev,known,1845,1808,f,uk,33677,0.50708774385,"Norton, Caroline Sheridan,",The Child of the Islands,ER,reviewed,1
uc2.ark+=13960=t7dr2r59g,not,obscure,1828,1766,f,uk,5176,0.340707209145,"Watts, Susanna,",The insects in council,,random,0
loc.ark+=13960=t1zc8q99n,rev,known,1882,1835,f,us,21228,0.695134957225,"Spofford, Harriet Elizabeth Prescott,",Poems,ATL,reviewed,1
mdp.39015065549217,rev,known,1880,1850,m,uk,36227,0.684238752439,"Marston, Philip Bourke,",Wind-voices,FR,reviewed,1
uc2.ark+=13960=t20c4zd4j,not,obscure,1837,0,m,uk,9166,0.385294412593,"Manning, George Theodore.",Rural rhymes,,random,0
loc.ark+=13960=t56d6fr15,not,obscure,1871,1819,m,us,28457,0.376846039553,"Smith, Francis S.",Poems for the million,,random,0
uc1.b4101052,rev,known,1916,1868,m,us,30827,0.653962181105,"Masters, Edgar Lee,",Songs and satires,PMV,reviewed,1
uc2.ark+=13960=t8x926w5s,not,obscure,1872,1828,m,uk,21489,0.663487124644,"Sawyer, William Kingston,",The legend of Phyllis,,random,0
uc2.ark+=13960=t0vq2sd89,not,obscure,1898,1853,m,us,25459,0.369039350417,"Olmsted, Charles Sanford,",December musings and other poems,,random,0
uc1.b166111,rev,obscure,1866,0,,,56808,0.434888359878,"Coloney, Myron.",Manomin,ATL,reviewed,1
nyp.33433082128426,not,obscure,1893,1867,m,us,31791,0.389226273658,"Currie, George G.",How I once felt,,random,0
nyp.33433081895090,not,obscure,1897,1844,f,us,16902,0.277332873667,"Fordham, Mary Weston.",Magnolia leaves,,random,0
mdp.39015019808495,rev,known,1862,1828,m,uk,12224,0.612564992997,"Meredith, George,",Modern Love,WR,"Norton, in-set",1
loc.ark+=13960=t07w6wd9p,rev,known,1902,1880,m,us,10889,0.591680618342,"Stevens, Thomas Wood,",The morning road,ATL,reviewed,1
mdp.39015048398518,rev,known,1868,1801,m,uk,39897,0.382946967698,"Newman, John Henry,",Verses on various occasions,BM,"Norton, in-set",1
mdp.39015014601184,not,obscure,1862,0,m,us,31779,0.504750107323,"Heywood, J. C.",Herodias,,random,0
uc1.b3579414,rev,known,1873,1834,m,uk,27832,0.608993848375,"Morris, William,","Love is enough, or The freeing of Pharamond",FR,"Norton, in-set",1
nyp.33433076014723,not,obscure,1820,1799,m,us,41104,0.443966529202,"Sands, Robert Charles,",The writings of Robert C. Sands,,random,0
wu.89094594595,not,obscure,1891,0,f,fr,20649,0.659138745344,"Văcărescu, Elena,",The bard of the Dimbovitza,,random,0
uc2.ark+=13960=t1xd0tj53,not,obscure,1863,1832,m,uk,46164,0.321957544879,"Shipley, Orby,",Lyra eucharistica,,random,0
uc2.ark+=13960=t5k93645c,rev,known,1914,1879,m,uk,4056,0.689574028216,"Monro, Harold,",Children of love,EGO,reviewed,1
uc2.ark+=13960=t4pk0b904,not,obscure,1818,0,m,uk,14311,0.359809613123,"Briggs, John,",,,random,0
uc2.ark+=13960=t8x924t2m,not,obscure,1872,0,,,20344,0.362103353596,"Harvey, Ellen T. H.",Wilderness and Mount,,random,0
loc.ark+=13960=t0zp4md92,not,obscure,1863,1818,m,us,31705,0.438433733033,"Peterson, Henry,",Poems,,random,0
nyp.33433066626502,not,obscure,1881,1841,f,us,23422,0.471098451854,"Oberholtzer, Sara Louisa,",Come for Arbutus,,random,0
njp.32101063883340,rev,known,1829,1808,f,uk,23285,0.486114347131,"Norton, Caroline Sheridan,",The sorrows of Rosalie,GrM,reviewed,1
loc.ark+=13960=t05x2xf3v,not,obscure,1886,1838,f,us,18736,0.314438047683,"Greene, Aella,",The poetical works of Aella Greene,,random,0
uc2.ark+=13960=t16m3685r,not,obscure,1820,1791,m,uk,24679,0.534083845552,"Milman, Henry Hart,",The fall of Jerusalem,,random,0
nyp.33433045638883,not,obscure,1905,1838,m,us,31029,0.548685940054,"Hay, John,",The complete poetical works of John Hay,,random,0
uc2.ark+=13960=t9280b957,rev,obscure,1865,0,,,44630,0.621745915134,"Prideaux, Fanny Ann.",Claudia,WR,reviewed,1
njp.32101066709666,not,obscure,1833,0,m,uk,18706,0.369614653551,"Apperley, Charles Owen.","Europe, a political sketch;",,random,0
uc2.ark+=13960=t9862dr88,not,obscure,1910,1885,m,uk,5638,0.603878210733,"Campbell, Archibald Y.",Poems,,random,0
loc.ark+=13960=t9572953d,not,obscure,1874,0,,,9049,0.396450906752,"Glover, H. C.",Rights and wrongs of woman,,random,0
nyp.33433074844253,rev,obscure,1905,1876,f,uk,13496,0.693842511493,"Clifford, Ethel.",Love's journey,FR,reviewed,1
uc2.ark+=13960=t3fx7491s,not,obscure,1881,0,m,,23945,0.302296403926,"Knowles, William,",Poems,,random,0
uc2.ark+=13960=t2k64cd80,rev,known,1834,1781,m,uk,59190,0.519004968077,"Elliott, Ebenezer,",[Elliott's poems],ER,reviewed,1
loc.ark+=13960=t8gf19n4c,not,obscure,1914,1880,m,us,10849,0.443573134135,"Stott, Roscoe Gilmore.",The man sings,,random,0
uc1.b155380,rev,known,1867,1834,m,us,23470,0.532418093659,"Arnold, George,",Poems grave and gay,WR,reviewed,1
uc1.b2828936,not,obscure,1889,0,f,,15125,0.519577765025,"Robertson, Janet Logie.",New songs of innocence,,random,0
njp.32101065604579,not,obscure,1820,0,f,uk,6936,0.467582232474,"Woodcock, Henry,",Laura,,random,0
uc2.ark+=13960=t06w98f3m,not,obscure,1870,0,,,18682,0.25930234911,"Lochore, G.",Poetical recreation,,random,0
wu.89099921512,not,obscure,1860,1795,m,us,19908,0.405497712453,"Drake, Joseph Rodman,",The croakers,,random,0
uc2.ark+=13960=t9f47jv43,rev,known,1820,1793,m,uk,26731,0.408586697044,"Clare, John,",Poems descriptive of rural life and scenery,QR,"Norton, in-set",1
njp.32101067628436,rev,known,1856,1813,m,uk,34606,0.482868963183,"Aytoun, William Edmondstoune,",Bothwell,WR,reviewed,1
uc2.ark+=13960=t7br8q34d,not,obscure,1872,1818,m,uk,35669,0.4393354079,"Forsyth, William,",Idylls and lyrics,,random,0
hvd.32044010164861,not,obscure,1814,1783,m,uk,39991,0.430680152973,"Nicholson, William,",[Tales in verse,,random,0
loc.ark+=13960=t3cz3pj65,not,obscure,1873,1820,m,us,6179,0.467680661086,"Case, Leonard,",Treasure trove;,,random,0
loc.ark+=13960=t6834m35p,not,obscure,1913,1839,m,us,11181,0.487179815303,"Raymond, George Lansing,",The mountains about Williamstown,,random,0
loc.ark+=13960=t9f48bc94,not,obscure,1882,0,f,,102305,0.241842401667,"Seibert, John.",The morning star,,random,0
uc2.ark+=13960=t1ng4vw28,rev,known,1866,1825,m,uk,74785,0.540141332842,"Stigand, William,",Anthea,WR,reviewed,1
uc1.b3315087,not,known,1878,1849,m,us,26223,0.629051409893,"Riley, James Whitcomb,",The flying islands of the night,,random,0
nyp.33433074890983,rev,known,1912,1878,m,uk,33874,0.645006472955,"Masefield, John,",The story of a round-house,PMV,reviewed,1
uc2.ark+=13960=t1mg7j44g,rev,known,1890,1844,m,uk,15455,0.601341146496,"Bridges, Robert,",The shorter poems of Robert Bridges,FR,reviewed,1
njp.32101051389870,not,obscure,1887,0,m,,21698,0.350736445888,"Harrison, Harry.",Poems,,random,0
uc1.b274679,rev,known,1860,1816,m,us,17307,0.538262312714,"Lowell, Robert,",Fresh hearts that failed three thousand years ago,ATL,reviewed,1
uc1.b167383,rev,known,1887,1845,m,uk,33912,0.680865640739,"Canton, William,",A lost epic,BM,reviewed,1
inu.32000007041967,rev,known,1881,1834,m,uk,145149,0.616941011013,"Morris, William,",The story of Sigurd the Volsung and the fall of Niblungs,FR,"Norton, in-set",1
uc2.ark+=13960=t0dv1jg7s,rev,known,1871,1833,m,uk,38183,0.609335890127,"Morris, Lewis,",Songs of two worlds,FR,reviewed,1
uc1.b165960,rev,known,1855,1831,m,uk,55723,0.676273627004,"Lytton, Edward Robert Bulwer Lytton,",Clytemnestra ; The earl's return ; The artist ; and other poems,ER,reviewed,1
uc2.ark+=13960=t02z17v0j,rev,known,1872,1834,m,uk,37901,0.606328433713,"Noel, Roden,",The red flag,FR,reviewed,1
loc.ark+=13960=t4zg76m6h,rev,known,1901,1869,m,us,17507,0.683519445666,"Moody, William Vaughn,",Poems,ATL,reviewed,1
nnc1.1002356570,not,obscure,1871,0,,uk,3162,0.368158916258,anonymous5,"Verses for the people, suitable to the times, by an Englishman",,random,0
uc1.b274870,rev,known,1829,1808,f,us,25036,0.373805734094,"Davidson, Lucretia Maria,","Amir Khan, and other poems",QR,reviewed,1
uc2.ark+=13960=t3222ww5h,not,obscure,1894,1849,m,uk,6045,0.529387996153,"Image, Selwyn,",Poems & carols,,random,0
uc1.b3340220,rev,known,1918,1879,f,uk,6552,0.536322162944,"Nightingale, M.",Verses wise and otherwise,EGO,reviewed,1
loc.ark+=13960=t6m046h55,not,obscure,1867,0,,,1252,0.293561724846,"[Cameron, Hugh]",The troublesome trio,,random,0
uc2.ark+=13960=t3dz0f69d,rev,known,1860,1807,m,us,27130,0.58024140153,"Whittier, John Greenleaf,",Home ballads and poems,ATL,"Norton, in-set",1
njp.32101067172872,rev,known,1914,1886,m,uk,13705,0.655194564098,"Sassoon, Siegfried,",The old huntsman,PMV,"Norton, in-set",1
nyp.33433066601869,not,obscure,1911,1848,m,us,21244,0.468883878329,"Hough, Alfred J.",Egyptian melodies,,random,0
inu.32000000641847,rev,known,1880,1834,m,uk,29847,0.603627269143,"Thomson, James,",The city of dreadful night,FR,reviewed,1
uc1.b3335683,rev,known,1912,1878,m,uk,8301,0.73680652991,"Gibson, Wilfrid Wilson,",Fires,FR,reviewed,1
uc1.b166346,not,obscure,1837,1752,m,uk,39479,0.309921991967,"Llwyd, Richard,","The poetical works of Richard Llwyd, the Bard of Snowdon",,random,0
nyp.33433076035355,not,obscure,1842,1809,f,us,44191,0.397293320489,"Scott, Julia H. Kinney,",Poems,,random,0
uc2.ark+=13960=t58d04x2h,rev,known,1863,1836,m,us,13029,0.643231139899,"Aldrich, Thomas Bailey,",Poems,FR,reviewed,1
uc1.$b389270,not,obscure,1864,1835,m,uk,18634,0.614761968911,"Warren, John Byrne Leicester,","Eclogues and monodramas; or, A collection of verses",,random,0
loc.ark+=13960=t6n01p000,not,obscure,1886,1856,m,us,30556,0.461237949604,"Hale, William,",Shore life in song,,random,0
uc1.b4100781,rev,known,1912,1869,m,us,15242,0.633504298202,"Sterling, George,",Beyond the breakers,PMV,reviewed,1
uc2.ark+=13960=t3tt4g15h,rev,known,1886,1844,m,uk,17744,0.489006073461,"O'Reilly, John Boyle,",In Bohemia,ATL,reviewed,1
loc.ark+=13960=t6543bf6c,rev,known,1894,1862,m,us,11649,0.679598573185,"Rogers, Robert Cameron,",The wind in the clearing,ATL,reviewed,1
loc.ark+=13960=t10p1hx6j,rev,known,1916,1878,m,us,5755,0.647354360221,"Arensberg, Walter,",Idols,PMV,reviewed,1
loc.ark+=13960=t1cj90444,not,obscure,1896,1817,f,us,42296,0.368279621786,"Ramsey, V. G.",A censer;,,random,0
nyp.33433076035140,rev,known,1845,1809,m,us,22790,0.516562964201,"Poe, Edgar Allan,",Poetical Works of Edgar Allen Poe,ATL,"Norton, in-set",1
uc2.ark+=13960=t80k27j8j,rev,known,1917,1888,m,us,4392,0.683732968749,"Eliot, T. S.",Prufrock and other observations,EGO,"Norton, in-set",1
njp.32101068176153,rev,known,1886,1840,m,uk,50626,0.680313569787,"Carpenter, Henry Bernard,",Liber amoris,ATL,reviewed,1
mdp.39015004731116,rev,known,1869,1812,m,uk,77598,0.556303403024,"Browning, Robert,",The ring and the book,FR,"Norton, in-set",1
uc2.ark+=13960=t1kh0gm2b,rev,known,1870,1843,m,uk,15982,0.630518955073,"Myers, F. W. H.",Poems,BM,reviewed,1
nyp.33433074899802,not,obscure,1833,1784,m,uk,22135,0.460115826019,"Kenyon, John,",Rhymed plea for tolerance,,random,0
mdp.39015046406727,rev,known,1899,1865,m,uk,7785,0.710393995429,"Yeats, W. B.",The wind among the reeds,FR,"Norton, in-set",1
uc1.b166039,rev,known,1880,1833,m,uk,13840,0.55697771025,"Morris, Lewis,",The ode of life,ATL,reviewed,1
uva.x030800890,rev,known,1843,1798,m,uk,20470,0.479205745888,"Moir, D. M.",Domestic verses,BM,reviewed,1
uc2.ark+=13960=t27945p5k,rev,known,1901,1849,m,uk,12371,0.610291899214,"Henley, William Ernest,","Hawthorn and lavender, with other verses",ATL,"Norton, in-set",1
uc2.ark+=13960=t16m34j1k,rev,known,1854,1823,m,uk,46488,0.548167872403,"Patmore, Coventry Kersey Dighton,",The angel in the house,ER,reviewed,1
uc1.b167406,rev,known,1891,1865,m,us,23528,0.65346029132,"Cawein, Madison Julius,",Days and dreams,ATL,reviewed,1
nyp.33433074800131,rev,known,1911,1883,f,us,10627,0.508797497825,"Wilkinson, Marguerite Ogden Bigelow,",In vivid gardens; songs of the woman spirit,PMV,reviewed,1
loc.ark+=13960=t6349841r,rev,known,1864,1821,m,us,33205,0.663590380381,"Tuckerman, Frederick Goddard,",Poems,ATL,reviewed,1
nyp.33433066626783,rev,known,1890,1835,f,us,19279,0.611245546727,"Moulton, Louise Chandler,",In the garden of dreams,FR,reviewed,1
loc.ark+=13960=t0ft95k82,not,obscure,1855,0,m,us,18842,0.359117530685,"Stillman, George A.",Life-real,,random,0
uc1.b167484,rev,known,1894,1857,m,uk,14487,0.622483392147,"Davidson, John,",Ballads & songs,FR,reviewed,1
hvd.32044020453569,not,obscure,1824,1781,m,us,10927,0.416281539722,"Pickering, Henry,",Athens,,random,0
uc2.ark+=13960=t7rn35b8n,rev,known,1889,1841,f,uk,21991,0.666719252752,"Blind, Mathilde,",The ascent of man,BM,reviewed,1
uc1.b182449,rev,known,1877,1840,m,uk,20454,0.595048156232,"Dobson, Austin,","Proverbs in porcelain, and other verses",COR,reviewed,1
loc.ark+=13960=t78s5hf3h,not,obscure,1833,1775,f,uk,107985,0.294061070915,"Bulmer, Agnes (Collinson),",Messiah's kingdom,,random,0
mdp.39015012978758,rev,known,1916,1888,m,us,27745,0.6137352042,"Seeger, Alan,",Poems,EGO,reviewed,1
mdp.39015063942752,not,obscure,1827,1799,m,uk,23469,0.444544322738,"Kennedy, William,",Fitful fancies,,random,0
mdp.39015051715038,not,obscure,1912,0,,,36690,0.675591542558,anonymous1,"Georgian poetry, 1911-1912",,random,0
uc1.b167470,rev,known,1853,1832,m,uk,26857,0.559527607012,"Arnold, Edwin,","Poems, narrative and lyrical",WR,reviewed,1
uc1.b4100506,rev,known,1917,1879,m,uk,2846,0.723554743128,"Campbell, Joseph,",Earth of Cualann,EGO,reviewed,1
loc.ark+=13960=t2891sx2w,rev,known,1871,1825,m,us,36257,0.589948931923,"Stoddard, Richard Henry,","The book of the East, and other poems",ATL,reviewed,1
mdp.49015002077973,rev,known,1855,1819,m,us,99458,0.556075175167,"Whitman, Walt,",Leaves of grass,WR,"Norton, in-set",1
uc1.b3312256,not,obscure,1902,1842,m,uk,108765,0.662346972238,"Payne, John,",The poetical works of John Payne,,random,0
loc.ark+=13960=t4pk0vn19,rev,known,1913,1874,m,us,6217,0.666422076516,"Frost, Robert,",A boy's will,PMV,"Norton, in-set",1
loc.ark+=13960=t0pr8c51w,not,obscure,1828,0,f,us,14254,0.237350764515,"Jones, Elizabeth C.",Fugitive poems,,random,0
mdp.39015028372848,not,obscure,1853,1826,m,uk,20925,0.384057675595,Kālidāsa.,The birth of the war-god,,random,0
loc.ark+=13960=t81k00b4k,not,obscure,1887,0,f,,10728,0.276914667891,"Teske, T. Alcliffe.",Heart echoes,,random,0
uc2.ark+=13960=t00z73601,rev,known,1816,1793,f,uk,2540,0.224370915845,"Hemans,",The restoration of the works of art to Italy,QR,"Norton, in-set",1
loc.ark+=13960=t5q81t975,rev,known,1841,1809,m,us,19855,0.294327312935,"Earle, Pliny",Marathon,GrM,reviewed,1
uc2.ark+=13960=t8v984f2b,rev,known,1837,1806,f,uk,22492,0.405997257969,"Stuart-Wortley, Emmeline,",Fragments and fancies,QR,reviewed,1
uc2.ark+=13960=t1td9vq8p,rev,known,1889,1812,m,uk,17477,0.550095035828,"Browning, Robert,",Asolando,BM,"Norton, in-set",1
mdp.39015022679362,rev,known,1828,1793,f,uk,42321,0.529745643582,"Hemans,",Records of woman,ER,"Norton, in-set",1
nyp.33433074963582,not,obscure,1871,1834,m,us,22183,0.473756950116,"Stanton, Henry T.","The Moneyless Man, and Other Poems",,random,0
mdp.39015063919453,not,obscure,1914,1862,m,uk,30968,0.595659218141,"Gale, Norman,",Collected poems,,random,0
uc2.ark+=13960=t35140902,not,obscure,1863,0,m,uk,15434,0.422923208129,"Vaughan, Thomas,","Morah; or, The Indian wife;",,random,0
uc2.ark+=13960=t5w66g74f,rev,known,1873,1849,m,uk,25056,0.692726254029,"Gosse, Edmund,",On viol and flute,ATL,reviewed,1
loc.ark+=13960=t5q81tq24,not,obscure,1854,0,f,us,15851,0.33638049963,"Blake, Emma M.",Reliquae,,random,0
nyp.33433066649108,rev,known,1887,1831,f,us,15925,0.627697423753,"Perry, Nora,",New songs and ballads,ATL,reviewed,1
mdp.39015063947066,not,obscure,1887,1855,m,us,7385,0.238894839227,"O'Hagan, Thomas,",A gate of flowers,,random,0
nyp.33433082171996,not,obscure,1880,1836,m,us,37809,0.304984075766,"Goddard, Sextus P.","Buds, briars and berries",,random,0
loc.ark+=13960=t5k93n92j,not,obscure,1884,1831,m,us,5017,0.553708442099,"Baxter, James Phinney,",Idyls of the year,,random,0
mdp.39015039355337,rev,known,1831,1803,m,uk,68708,0.524109360654,"Lytton, Edward Bulwer Lytton,",The Siamese twins,ER,reviewed,1
loc.ark+=13960=t7jq1gj08,not,obscure,1862,1835,m,us,24027,0.445833187531,"Hewes, George Whitfield.",Ballads of the war,,random,0
uc2.ark+=13960=t0ks6pb4z,not,obscure,1824,1799,m,uk,16767,0.467203394432,"Deacon, William Frederick,",Warreniana,,random,0
uc2.ark+=13960=t4nk3bw6g,rev,known,1869,1807,m,uk,58547,0.476050576361,"Michell, Nicholas,",Sibyl of Cornwall,ATL,reviewed,1
hvd.hwjueh,not,obscure,1839,1788,m,us,24051,0.372996526807,"Emmons, Richard,",The battle of Bunker Hill,,random,0
uc1.$b439794,rev,known,1914,1886,f,us,7453,0.579013381765,"Kilmer, Joyce,",Trees,PMV,reviewed,1
loc.ark+=13960=t1kh1gk7p,rev,known,1871,1817,m,us,22016,0.540492249763,"Channing, William Ellery,",The wanderer,ATL,reviewed,1
hvd.hxgf8x,not,obscure,1820,1775,m,uk,13758,0.330831003696,"Watson, James,",The spirit of the doctor,,random,0
uc1.b3579606,rev,known,1901,1844,m,us,6923,0.524370987712,"Gilder, Richard Watson,",Poems and inscriptions,ATL,reviewed,1
nyp.33433074826789,not,obscure,1911,1855,m,us,25172,0.515429369783,"Warman, Cy,",Songs of Cy Warman,,random,0
uc1.b4100495,rev,known,1915,1880,m,uk,8344,0.61665953188,"Stephens, James,",Songs from the clay,PMV,reviewed,1
hvd.hx5ei3,not,obscure,1842,1787,m,us,44315,0.210391168936,"Foster, Nathan Lanesford,",The last of his family;,,random,0
uc1.b165755,not,obscure,1881,1863,f,us,22328,0.668311539488,"Eastman, Elaine Goodale,",All round the year,,random,0
nyp.33433075789499,rev,known,1913,1878,f,us,38862,0.686974420015,"Evans, Florence Wilkinson.",The ride home;,PMV,reviewed,1
uc1.b2831659,not,obscure,1886,0,,,22389,0.384078200962,anonymous3,Chimes from a poet's belfrey,,random,0
uc2.ark+=13960=t87h1kw4b,rev,known,1896,1867,m,uk,11226,0.580332019917,"AE,",The earth breath and other poems,FR,reviewed,1
mdp.39015066062160,rev,known,1896,1859,m,uk,10220,0.603482811137,"Housman, A. E.",A Shropshire lad,FR,"Norton, in-set",1
nyp.33433075805881,not,obscure,1824,1799,m,us,38060,0.333030927959,"Doane, George Washington,",Songs by the way;,,random,0
uc1.b182492,not,obscure,1893,1822,m,us,15885,0.435333590416,"Hale, Edward Everett,",For fifty years;,,random,0
uc1.b167500,rev,known,1855,1816,m,uk,30552,0.461159770633,"Bailey, Philip James,",The mystic and other poems,ER,reviewed,1
uc2.ark+=13960=t1xd0s923,rev,known,1854,1823,m,uk,34080,0.534079125199,"Patmore, Coventry Kersey Dighton,",The angel in the house,ER,reviewed,1
umn.31951d008327233,not,obscure,1874,1838,m,us,11713,0.239150121687,"Hall, C. A.","Songs for the Grange, dedicated to the Order of Patrons of Husbandry in the United States",,random,0
loc.ark+=13960=t40s0mt4z,rev,known,1914,1860,f,us,25210,0.608269427356,"Monroe, Harriet,",You and I,EGO,reviewed,1
uc2.ark+=13960=t06w9c11h,rev,known,1869,1835,m,uk,10491,0.483268386949,"Garnett, Richard,",Idylls and epigrams,FR,reviewed,1
uc1.b3810610,rev,known,1907,1881,m,uk,4770,0.652143921525,"Colum, Padraic,",Wild earth;,TNA,reviewed,1
njp.32101067632925,not,obscure,1873,1840,m,uk,24077,0.641715855087,"Dobson, Austin,",Vignettes in rhyme and vers de société (now first collected),,random,0
