volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
uc2.ark+=13960=t4cn71f36,rev,known,1907,1865,m,uk,22430,0.598392824116,"Ainslie, Douglas,",Mirage,FR,reviewed,1
loc.ark+=13960=t9r21qp19,rev,known,1875,1844,m,us,8742,0.681636514311,"Gilder, Richard Watson,",The new day,ATL,reviewed,1
loc.ark+=13960=t0sq9fz3z,rev,known,1843,1795,m,us,40749,0.400267191439,"Percival, James Gates,",Dream of a day,GrM,reviewed,1
uc1.b119795,rev,known,1831,1775,m,uk,37310,0.53495783418,"Landor, Walter Savage,","Gebir, Count Julian, and other poems",QR,reviewed,1
uc2.ark+=13960=t5bc3tb51,rev,known,1880,1852,m,us,21677,0.398731060893,"Peacock, Thomas Brower,",The rhyme of the border war,ATL,reviewed,1
loc.ark+=13960=t8cf9tk39,not,obscure,1880,1846,m,us,30452,0.245415288893,"Kyner, James Henry,","Odes, hymns and songs of the G. A. R",,random,0
nyp.33433075741672,not,obscure,1905,1841,f,us,10336,0.340682873964,"Thomas, Cynthia D. Harvey,",Light in the cloud,,random,0
loc.ark+=13960=t0gt62k04,not,obscure,1902,1839,f,us,18636,0.329514585223,"Wilder, Cordelia Beardsley.",Kitchen visits with the muses,,random,0
loc.ark+=13960=t95720v25,rev,known,1872,1835,f,us,10010,0.679469604581,"Thaxter, Celia,",Poems,ATL,reviewed,1
njp.32101068170776,rev,known,1865,1819,f,us,32045,0.502578312579,"Howe, Julia Ward,",Later lyrics,ATL,reviewed,1
loc.ark+=13960=t7zk64j0c,rev,known,1904,1860,m,us,9573,0.638676197846,"Sherman, Frank Dempster,",Lyrics of joy,ATL,reviewed,1
mdp.39015063880127,rev,known,1859,1830,m,us,32320,0.532581635824,"Hayne, Paul Hamilton,",Avolio;,ATL,reviewed,1
njp.32101068972833,not,obscure,1831,0,m,uk,66128,0.31765309769,"Law, James Sylvius.","The wrongs of Ireland historically reviewed, from the invasion to the present time",,random,0
uc2.ark+=13960=t57d2tm7m,rev,known,1819,1793,f,uk,29118,0.333323518675,"Hemans,",Tales and historic scenes in verse,QR,"Norton, in-set",1
nyp.33433074800222,not,obscure,1858,0,m,us,24463,0.39760788892,"Willie,",College poems,,random,0
uc2.ark+=13960=t56d5wq45,rev,known,1902,1866,f,uk,19873,0.621666322997,"MacManus, Anna,",The four winds of Eirinn,FR,reviewed,1
njp.32101064787359,rev,known,1828,1784,m,uk,25387,0.310133820729,"Barton, Bernard,",A New Year's Eve and Other Poems,WR,reviewed,1
uc2.ark+=13960=t0vq2v44m,rev,known,1904,1856,f,uk,18676,0.67808980889,"Woods, Margaret L.",Poems old and new,FR,reviewed,1
nyp.33433074907142,rev,known,1847,1799,f,uk,52680,0.557425881411,"Howitt, Mary Botham,",Ballads and other poems,WR,reviewed,1
loc.ark+=13960=t5k93s006,not,obscure,1854,1819,m,us,33464,0.54523084391,"Taylor, Benjamin Franklin,",January and June,,random,0
nyp.33433082169420,rev,known,1881,1824,f,us,37735,0.60206125273,"Larcom, Lucy,",Wild roses of Cape Ann,ATL,reviewed,1
uc2.ark+=13960=t6057k293,not,obscure,1830,0,,uk,27261,0.354133428449,anonymous9,Sketches of bandit life;,,random,0
uc2.ark+=13960=t3ws8kz7m,rev,known,1898,1859,f,uk,8260,0.682317914841,"Tynan, Katharine,",The wind in the trees;,FR,reviewed,1
nyp.33433082501119,not,obscure,1902,0,,,13723,0.451601780317,"Molina, Julia Wolff.","Mingled sweets and bitters; or, My legacy",,random,0
hvd.32044058223066,rev,known,1833,1796,m,uk,27029,0.489521395399,"Coleridge, Hartley,",Poems,QR,reviewed,1
hvd.hnpeas,not,obscure,1833,1796,m,uk,22815,0.380114094949,"Markham, Alexander.",The avenged bride;,,random,0
uc2.ark+=13960=t4bp02m37,rev,known,1865,1841,m,uk,39813,0.669756954701,"Buchanan, Robert Williams,",Idyls and legends of Inverburn,FR,reviewed,1
njp.32101066457365,not,obscure,1860,1827,m,uk,25538,0.554325612902,"Collins, Mortimer,",Summer songs,,random,0
uc2.ark+=13960=t9p26w55v,rev,known,1878,1831,f,uk,72318,0.545988600456,"Phillips, Susan K.",On the seaboard,COR,reviewed,1
nyp.33433074907209,not,obscure,1831,1804,m,us,21871,0.498820321643,"Hawley, W. F.",The unknown;,,random,0
uc1.b3345658,rev,obscure,1912,0,f,uk,23102,0.634206634243,"Sweeny, Mildred M' Neal.","Men of no land, and other poems",PMV,reviewed,1
uc2.ark+=13960=t1cj8g26m,rev,known,1908,1871,m,uk,10692,0.610759871808,"Davies, W. H.",Nature poems and others,FR,reviewed,1
wu.89083865741,rev,known,1904,1852,m,us,12206,0.507011099502,"Van Dyke, Henry,","Music, and other poems",ATL,reviewed,1
uc1.b3576647,rev,known,1897,1865,m,uk,10064,0.732498147637,"Symons, Arthur,",Amoris victima,SAV,reviewed,1
nyp.33433074866819,not,obscure,1869,1825,m,uk,94527,0.482493431322,"Bickersteth, Edward Henry,","Yesterday, to-day, and for ever",,random,0
miun.abr7660.0001.001,rev,known,1918,1873,m,uk,11133,0.590553618376,"Ford, Ford Madox,","On Heaven, and poems written on active service",EGO,reviewed,1
uc2.ark+=13960=t6qz27440,rev,obscure,1866,0,,,27889,0.399023935888,"Butchers, S. M.",A waif on the stream,WR,reviewed,1
loc.ark+=13960=t1cj8vs53,not,obscure,1902,1840,f,us,5145,0.414722378938,"Welsh, Mary Elizabeth,",Kapiolani;,,random,0
nyp.33433069343402,rev,known,1887,1841,m,us,12824,0.657309110725,"Sill, Edward Rowland,",Poems,ATL,reviewed,1
nyp.33433074955141,rev,known,1842,1809,m,uk,32710,0.654131010854,"Tennyson, Alfred Tennyson,",Poems in two volumes,GrM,"Norton, in-set",1
njp.32101013202740,rev,known,1890,1865,m,uk,32108,0.55499309329,"Kipling, Rudyard,",Barrack-room ballads,FR,"Norton, in-set",1
loc.ark+=13960=t55d9m11n,not,obscure,1881,1821,m,us,15434,0.291324450468,"Eckerson, Theodore John.",When my ship comes in,,random,0
uc2.ark+=13960=t8bg2n21x,rev,known,1889,1861,f,uk,7864,0.659607899536,"Levy, Amy,",A London plane-tree,BM,reviewed,1
loc.ark+=13960=t6tx46241,rev,known,1872,1826,f,us,16442,0.562411493488,"Turner, Eliza (Sproat)",Out-of-door rhymes,ATL,reviewed,1
njp.32101067629178,rev,known,1886,1850,m,us,8819,0.611850360623,"Bates, Arlo,",Berries of the brier,ATL,reviewed,1
loc.ark+=13960=t2891sf2m,rev,known,1886,1835,f,us,11622,0.647443945604,"Thaxter, Celia,","The cruise of the Mystery, and other poems",ATL,reviewed,1
uc2.ark+=13960=t3kw59z20,rev,known,1902,1865,m,us,11385,0.68817844117,"Cawein, Madison Julius,",A voice on the wind,ATL,reviewed,1
uc2.ark+=13960=t0ft8gj1k,rev,known,1918,1889,m,uk,14806,0.623936921754,"Faber, Geoffrey,",In the valley of vision,EGO,reviewed,1
wu.89098011836,not,obscure,1878,1859,f,us,14332,0.395231340857,"Bell, Lura,",Echoes of time and tide,,random,0
loc.ark+=13960=t46q2j373,not,obscure,1878,1842,f,us,17485,0.422838764648,"Jones, Julia Clinton.",Valhalla,,random,0
uc2.ark+=13960=t9g44q082,rev,known,1846,1814,m,uk,60330,0.504060912344,"Mackay, Charles,",Voices from the crowd;,WR,reviewed,1
nyp.33433075808877,not,obscure,1901,1862,m,us,18480,0.406266155157,"McMahon, Patrick Maurice,",From fair Hawaiiland;,,random,0
loc.ark+=13960=t2891p34v,rev,known,1891,1859,f,us,11627,0.679848515875,"Cone, Helen Gray,",The ride to the lady,ATL,reviewed,1
uc2.ark+=13960=t14m91w7c,not,obscure,1895,1863,m,uk,8242,0.616015671742,"Groser, Horace George.",Little folks land,,random,0
loc.ark+=13960=t0tq6gq3d,rev,known,1868,1824,f,us,35192,0.546081904781,"Larcom, Lucy,",Poems,ATL,reviewed,1
loc.ark+=13960=t41r7d74g,rev,known,1881,1848,m,uk,40511,0.674298798598,"Rossetti, Dante Gabriel,",Ballads and sonnets,MM,"Norton, in-set",1
nyp.33433075807317,rev,known,1893,1869,m,us,14467,0.565697780695,"McCulloch, Hugh,",The quest of Heracles and other poems,ATL,reviewed,1
uc2.ark+=13960=t06w96n8w,rev,known,1871,1836,m,us,13548,0.53925433599,"Winter, William,",My witness,ATL,reviewed,1
njp.32101068168077,not,obscure,1880,1826,f,uk,85768,0.602779918042,"Craik, Dinah Maria Mulock,",Thirty years,,random,0
uc2.ark+=13960=t2z31pm6p,rev,known,1841,1791,f,us,51295,0.426471470246,"Sigourney, L. H.","Pocahontas, and other poems",GrM,reviewed,1
uc2.ark+=13960=t09w0f810,not,obscure,1825,0,f,uk,12718,0.276242441925,"Cursham, Mary Anne.",Martin Luther,,random,0
uc2.ark+=13960=t8qc01599,rev,known,1911,1871,m,uk,9949,0.639473979623,"Davies, W. H.",Songs of joy and others,FR,reviewed,1
loc.ark+=13960=t5r78vm8q,not,obscure,1866,0,,,9422,0.271171130915,"Almy, Annie Whittier.",Early poems,,random,0
njp.32101068138765,rev,known,1844,1806,f,uk,37594,0.616457801652,"Browning, Elizabeth Barrett,",A drama of exile,WR,"Norton, in-set",1
loc.ark+=13960=t4dn4r64d,rev,known,1897,1833,m,us,25362,0.552919011087,"Stedman, Edmund Clarence,","Poems, now first collected",ATL,reviewed,1
loc.ark+=13960=t9d519g22,not,obscure,1883,1818,m,us,21614,0.284037390547,"Underwood, John,",El muza,,random,0
uc2.ark+=13960=t8x927004,not,obscure,1859,0,m,uk,16236,0.251509946528,"Beer, John T.",Miscellaneous poems,,random,0
mdp.39015030841830,not,obscure,1898,1878,m,us,17309,0.455900850857,anonymous2,Vermont verse,,random,0
loc.ark+=13960=t7qn6kz4k,not,obscure,1866,1839,m,us,9974,0.392472542829,"Crider, Henry M.,",Pedagogics,,random,0
uc1.b255800,not,obscure,1877,0,f,uk,21351,0.44562756708,"Budge, Jane,",Poems.,,random,0
mdp.39015051363565,rev,known,1869,1812,m,uk,86893,0.567537831987,"Browning, Robert,",The ring and the book,FR,"Norton, in-set",1
uc2.ark+=13960=fk57d2qj4c,rev,known,1910,1869,m,us,10290,0.589923215223,"Robinson, Edwin Arlington,",The town down the river,FR,"Norton, in-set",1
uc1.b166949,rev,known,1866,1830,f,uk,20018,0.660579266899,"Rossetti, Christina Georgina,",The prince's progress and other poems,WR,"Norton, in-set",1
nyp.33433075742266,rev,known,1883,1844,m,us,8610,0.686315102163,"Thompson, Maurice,",Songs of fair weather,ATL,reviewed,1
mdp.39015063926003,not,obscure,1910,1871,f,us,4231,0.576625616712,"Ranum, Louise Cann,",Dreams,,random,0
njp.32101040128652,rev,known,1835,1801,m,uk,8427,0.391287356872,"Moxon, Edward,",Sonnets,QR,reviewed,1
mdp.39015030659935,rev,known,1902,1844,m,uk,9001,0.455821913954,"Bridges, Robert,",Bramble Brae,ATL,reviewed,1
njp.32101067631919,not,obscure,1837,0,m,uk,18780,0.491830657817,"Dearden, William,",The star-seeker,,random,0
loc.ark+=13960=t8jd5j56r,not,obscure,1916,1871,m,us,20258,0.499670437467,"Keeler, Charles Augustus,",The victory: poems of triumph,,random,0
loc.ark+=13960=t5t72zr45,not,obscure,1879,1863,f,us,7636,0.705375785873,"Eastman, Elaine Goodale,",In Berkshire with the wild flowers,,random,0
uc2.ark+=13960=t0bv7gp3c,not,obscure,1874,0,,,28772,0.442658552074,anonymous4,Lays of the Belvoir Hunt,,random,0
uc1.b2834136,not,obscure,1892,1846,f,uk,33043,0.413967295587,"Kinloch, Marjory G. J.",A song-book of the soul,,random,0
mdp.39015060438739,not,obscure,1856,1814,m,uk,19201,0.328413912372,"Hiller, O. Prescott",The pleasures of religion and other poems,,random,0
nyp.33433066569447,not,obscure,1913,1886,m,us,4644,0.438161925301,"Seitz, Howard Buckwalter,",Aeolic lyrics,,random,0
uc1.b4382847,rev,known,1891,1856,f,us,11302,0.808290018035,"Reese, Lizette Woodworth,",A handful of lavender,ATL,reviewed,1
hvd.hnmy3p,not,obscure,1835,0,m,uk,4394,0.294562103422,"Copleston, John Gay.",Lynmouth;,,random,0
loc.ark+=13960=t7sn0q200,not,obscure,1860,1812,m,us,18887,0.411735869798,"Chapman, George Walton,",A tribute to Kane,,random,0
nyp.33433074906813,not,obscure,1829,1783,m,uk,28191,0.36182845828,"Heber, Reginald,",Poems,,random,0
uva.x000169685,rev,known,1874,1820,m,uk,8049,0.415201960464,"Rankine, William John Macquorn,",Songs and fables,BM,reviewed,1
nnc1.50196709,rev,known,1855,1815,m,uk,16716,0.538590123697,"Boner, Charles,",Cain,WR,reviewed,1
njp.32101067628659,rev,known,1893,1860,m,uk,4361,0.631802061475,"Barlas, John Evelyn,",Selections from Songs of a bayadere and Songs of a troubadour,YB,reviewed,1
nyp.33433066571302,not,obscure,1887,1853,f,us,28351,0.356827279476,"Read, Jane Maria,",Between the centuries and other poems,,random,0
loc.ark+=13960=t8cg05x2c,rev,known,1867,1803,m,us,6236,0.630276528838,"Calvert, George Henry,",Ellen: a poem for the times,ATL,reviewed,1
uc2.ark+=13960=t4cn74b90,rev,known,1861,1816,m,uk,41101,0.500293620661,"Maunsell, George Edmond.",Poems,WR,reviewed,1
nyp.33433066626338,not,obscure,1870,1825,m,us,39729,0.330091156612,"Nash, Gilbert,",Bay leaves,,random,0
loc.ark+=13960=t91846423,not,obscure,1901,1876,m,us,7938,0.415224123524,"Smith, Robinson,",The soul-at-arms and other poems,,random,0
uc2.ark+=13960=t9h41kc6j,not,obscure,1885,1856,f,us,15943,0.270988679564,"Jordan, Margaret E.",Echoes from the pines,,random,0
uc2.ark+=13960=t41r6ng25,not,obscure,1912,1874,m,us,38455,0.521164083679,"Underwood, John Curtis,",Americans,,random,0
uc2.ark+=13960=t6057k92v,not,obscure,1871,1830,m,uk,2575,0.617016873796,"Kingsley, Henry,",The lost child,,random,0
loc.ark+=13960=t1zc8cv86,not,obscure,1902,1857,f,us,7994,0.408557187132,"Van Cleve, Alice Davis. [from old catalog]",The Queen's rosary,,random,0
uc2.ark+=13960=t0wp9zm0t,rev,known,1848,1802,m,uk,96582,0.561421300789,"Aird, Thomas,",The poetical works of Thomas Aird,BM,reviewed,1
mdp.39015031228516,rev,known,1907,1871,m,uk,9761,0.609118087406,"Davies, W. H.",New poems,FR,reviewed,1
nyp.33433076030117,not,obscure,1833,1808,m,us,8902,0.383644310437,"Clark, Willis Gaylord,",The spirit of life;,,random,0
nyp.33433066644828,not,obscure,1915,1876,m,us,19720,0.414168648305,"Sanford, J. E.","His one tune, and a few others",,random,0
loc.ark+=13960=t3vt2bg76,not,obscure,1882,1814,f,uk,1390,0.447466731954,"[Valentine, Laura Jewry,",The tempest,,random,0
uc2.ark+=13960=t88g8mb7n,not,obscure,1892,0,m,uk,8931,0.423994279998,"Daniel, H. C.",Love's minstrel,,random,0
loc.ark+=13960=t47p9ff2j,not,obscure,1901,1836,m,us,15120,0.545382885833,"Blood, Henry Ames,",Selected poems of Henry Ames Blood,,random,0
nyp.33433075835557,not,obscure,1864,1829,m,us,100010,0.426348410724,"Halpine, Charles G.",Poetical works of Charles G. Halpine (Miles O'Reilly),,random,0
njp.32101041423706,rev,known,1861,1788,m,uk,174463,0.549809163632,"Atherstone, Edwin,",Israel in Egypt,WR,reviewed,1
uc2.ark+=13960=t0ht2j42v,rev,known,1914,1894,m,uk,4039,0.736102861441,"Rodker, John,",Poems,EGO,reviewed,1
loc.ark+=13960=t6rx9vf7j,not,obscure,1913,0,,,10467,0.395660219982,"Courtney, T. Alcliffe.",Songs of love,,random,0
nyp.33433066643903,rev,known,1879,1838,f,us,21552,0.548021867673,"Bates, Charlotte Fiske,","Risk, and other poems",ATL,reviewed,1
loc.ark+=13960=t5k93s659,rev,known,1894,1844,m,us,20789,0.600142764364,"Williams, Francis Howard,",The flute-player and other poems,ATL,reviewed,1
loc.ark+=13960=t2w38b121,not,obscure,1860,0,,,20274,0.409849569974,"Coutts, W. G. [from old catalog]",The games,,random,0
uc2.ark+=13960=t04x56q61,rev,known,1884,1857,f,uk,18189,0.68660218881,"Robinson, A. Mary F.",The new Arcadia and other poems,ATL,reviewed,1
njp.32101067646750,rev,known,1864,1835,f,us,16221,0.485568458857,"Hooper, Lucy Hamilton,",Poems;,ATL,reviewed,1
uc2.ark+=13960=t5h98zx14,rev,known,1912,1874,f,us,14251,0.618638783698,"Lowell, Amy,",A dome of many-colored glass,EGO,"Norton, in-set",1
mdp.39015063915642,not,obscure,1916,1880,m,uk,7020,0.645112286101,"Bashford, H. H.",Songs out of school,,random,0
nnc1.cu54856230,not,obscure,1912,1836,m,us,18723,0.423033644456,"Gladden, Washington,","Ultima veritas, and other verses",,random,0
mdp.39015070462083,not,obscure,1828,1788,m,uk,7260,0.470002279709,"Bird, James,",Dunwich;,,random,0
nyp.33433076031099,not,obscure,1843,1787,f,us,132134,0.354386669342,"Davidson, Margaret Miller,",Selections from the writings of Mrs. Margaret M. Davidson,,random,0
uc2.ark+=13960=t3bz6276h,rev,known,1880,1827,f,us,11200,0.593829828764,"Greenough, Richard S.,",Mary Magdalene,ATL,reviewed,1
njp.32101066693696,not,obscure,1835,0,,us,11983,0.284367758565,anonymous8,"A Glance at the nations, with other poems",,random,0
njp.32101073982710,rev,known,1853,1806,f,uk,78657,0.629652494142,"Browning, Elizabeth Barrett,",Poems,WR,"Norton, in-set",1
loc.ark+=13960=t2s475v8n,not,obscure,1894,0,m,,11359,0.230894806738,"Battersby, John H. [from old catalog]",Poems patriotic,,random,0
loc.ark+=13960=t5cc1g772,rev,known,1871,1819,m,us,11045,0.568722452613,"Greene, William Batchelder,",Imogen,ATL,reviewed,1
uc1.b3315106,rev,known,1860,1816,m,us,24231,0.42513151045,"Saxe, John Godfrey,",The money-king,ATL,reviewed,1
uc2.ark+=13960=t8cf9nt5b,not,obscure,1816,1771,m,uk,2437,0.388252736855,"Montgomery, James,","Verses to the memory of the late Richard Reynolds, of Bristol",,random,0
uc2.ark+=13960=t5q81605q,not,obscure,1914,1875,f,us,10783,0.53601743747,"Morgan, Angela.",The hour has struck;,,random,0
loc.ark+=13960=t01z4v628,not,obscure,1916,0,m,,12126,0.415819720732,"Havener, William Alexander.",Evening pastimes,,random,0
uc2.ark+=13960=t0tq5ww75,rev,known,1874,1803,m,uk,44904,0.56772955643,"Lytton, Edward Robert Bulwer Lytton,",Fables in song,FR,reviewed,1
uc2.ark+=13960=t75t3n448,not,obscure,1873,1849,m,uk,16213,0.356223939875,"Stewart, William John.",Scattered leaflets,,random,0
nyp.33433076020795,not,obscure,1867,0,,,53986,0.430028612537,"Wentworth, May.",Poetry of the Pacific,,random,0
uc2.ark+=13960=t3610z72h,not,obscure,1893,1865,m,us,12617,0.456364441946,"Merkley, George Earle,",Canadian melodies and poems,,random,0
nyp.33433075741730,rev,known,1867,1825,m,us,32286,0.618186661018,"Taylor, Bayard,",The picture of St. John,FR,reviewed,1
loc.ark+=13960=t6pz5q631,not,obscure,1845,0,f,us,18091,0.241567612111,"De Windt, Caroline Amelia Smith.",Melzinga,,random,0
hvd.32044077933034,rev,known,1833,1793,m,uk,18243,0.363735412283,"Lyte, Henry Francis,",Poems,ER,reviewed,1
njp.32101032484253,not,obscure,1865,1844,m,us,4322,0.341316417275,"Birdseye, George W.,",Woman and the war,,random,0
nyp.33433074849005,not,obscure,1859,1831,m,uk,17119,0.513375284531,"Farrar, F. W.",Lyrics of life,,random,0
uc1.b165933,rev,known,1854,1828,m,uk,43089,0.477102849424,"Massey, Gerald,",The ballad of Babe Christabel,ER,reviewed,1
nyp.33433074891130,not,obscure,1903,1880,m,uk,20609,0.669255653388,"Noyes, Alfred,",The flower of old Japan,,random,0
mdp.39015063542537,rev,known,1873,1835,m,uk,14740,0.586757117287,"Austin, Alfred,",Madonna's child,FR,reviewed,1
loc.ark+=13960=t3029c41j,rev,known,1914,1873,m,us,15962,0.600026299002,"Clarke, George Herbert,",At the shrine,PMV,reviewed,1
nnc1.1002223996,not,obscure,1819,0,m,us,2684,0.257430723322,"Scott, Moses Y.",The deaf and dumb;,,random,0
loc.ark+=13960=t8w95rc5h,not,obscure,1904,1830,m,,30956,0.447309031748,"St. John, Charles Henry.",The dawn of freedom;,,random,0
uc2.ark+=13960=t23b5z68r,not,obscure,1914,0,,,17677,0.474805802992,"Burton, H. Bindon.","Eölsyné, and other poems",,random,0
uc2.ark+=13960=t5h99f43z,rev,known,1834,1781,m,uk,28928,0.482548297097,"Elliott, Ebenezer,",[Elliott's poems],ER,reviewed,1
uc1.b798791,rev,known,1879,1838,m,us,57351,0.458900700015,"Ryan, Abram Joseph,",Father Ryan's poems,ATL,reviewed,1
nyp.33433069354185,not,obscure,1896,1845,m,us,20612,0.368605022119,"Pitcher, James,",The hermit of Moss Pond,,random,0
uc1.b166356,not,obscure,1866,1822,m,uk,78492,0.531474993333,"Leighton, Robert,",Poems,,random,0
uc2.ark+=13960=t3pv6fg49,not,obscure,1820,1761,m,us,23086,0.316115054778,"Johnstone, John,",Poems on various subjects;,,random,0
njp.32101068175072,rev,known,1871,1825,m,us,40019,0.484559149639,"Butler, William Allen,",Poems,ATL,reviewed,1
uc2.ark+=13960=t07w6cd1m,rev,known,1895,1860,f,uk,11023,0.720738329527,"Watson, Rosamund Marriott,",Vespertilia and other verses,YB,reviewed,1
loc.ark+=13960=t5p84vh35,rev,known,1855,1807,m,us,38531,0.601071509481,"Longfellow, Henry Wadsworth,",The song of Hiawatha,GrM,"Norton, in-set",1
uc2.ark+=13960=t3fx7436h,rev,known,1849,1809,m,uk,26573,0.59486660458,"Tennyson, Alfred Tennyson,",In memoriam,ER,"Norton, in-set",1
uc2.ark+=13960=t3707xn1m,rev,known,1902,1873,m,us,11100,0.516474396022,"Carryl, Guy Wetmore,",Grimm tales made gay,ATL,reviewed,1
loc.ark+=13960=t4bp0rb8b,not,obscure,1912,1869,f,us,16073,0.604450910896,"Goodwin, Grace Duffield.",Horizon songs,,random,0
loc.ark+=13960=t8df7d08p,rev,known,1893,1856,m,us,13366,0.578235880557,"Hayne, William Hamilton,",Sylvan lyrics and other verses,ATL,reviewed,1
mdp.39015008296884,not,known,1918,1878,m,uk,14637,0.702475336007,"Thomas, Edward,",Last poems,,"Norton, in-set",0
uc2.ark+=13960=t4pk0c98d,rev,known,1872,1811,m,uk,117966,0.555739133368,"Domett, Alfred,",Ranolf and Amohia,FR,reviewed,1
uc2.ark+=13960=t71v5dh7m,not,obscure,1896,1860,m,au,10742,0.411065861786,"Main, William.",Bush solitudes and other verses,,random,0
uc2.ark+=13960=t17m08m38,not,obscure,1840,1809,m,uk,8990,0.597042503505,"Hanmer, John Hanmer,",Sonnets,,random,0
njp.32101066109255,not,obscure,1894,1861,m,us,9647,0.541351194095,"Partridge, William Ordway,",Song-life of a sculptor,,random,0
hvd.hwkq93,rev,known,1840,1808,f,uk,46679,0.524340721396,"Norton, Caroline Sheridan,",The dream,GrM,reviewed,1
loc.ark+=13960=t7dr3dz91,not,obscure,1901,1881,f,us,17970,0.343243974248,"Pickett, Anita Trueman,",Philo-sophia;,,random,0
mdp.39015030719945,rev,known,1912,1884,f,us,19181,0.678215362515,"Widdemer, Margaret.","Factories, poems",PMV,reviewed,1
mdp.39015063920428,not,obscure,1887,1828,f,us,29835,0.273380555762,"Kail, Mary E.,",Crown our heroes,,random,0
uc2.ark+=13960=t5n877k3f,rev,known,1853,1824,m,uk,64597,0.668577693313,"Dobell, Sydney,",Balder,WR,reviewed,1
uc1.b4410403,rev,known,1888,1819,m,us,36292,0.590275433344,"Lowell, James Russell,",Heartsease and rue,FR,"Norton, in-set",1
nyp.33433076030042,rev,known,1840,1819,m,us,29020,0.495979100106,"Cone, Spencer Wallace,",The proud ladye,GrM,reviewed,1
loc.ark+=13960=t3417h040,not,obscure,1853,1789,f,us,39374,0.433536848729,"Gould, Hannah F[lagg],","The mother's dream, and other poems",,random,0
loc.ark+=13960=t6737bz3f,not,obscure,1872,1817,f,us,32020,0.362523032914,"Ramsey, V. G.",A legend of the White Hills,,random,0
loc.ark+=13960=t0ms46c3p,not,obscure,1914,1876,m,us,9739,0.358955991616,"Maxwell, George Madison,","Bare-foot days, and other poems",,random,0
uc2.ark+=13960=t42r3t80r,rev,known,1873,1830,m,uk,18253,0.513947470741,"Brown, T. E.",Betsy Lee,ATL,reviewed,1
nyp.33433074901194,not,obscure,1897,1861,m,uk,21518,0.592605499497,"Howard, Henry Newman,",Footsteps of Proserpine and other verses and interludes,,random,0
loc.ark+=13960=t77s88w2s,rev,known,1902,1857,f,us,6848,0.690758000225,"Wetherald, A. Ethelwyn.",Tangled in stars;,ATL,reviewed,1
mdp.39015048998879,not,obscure,1885,1851,f,us,74286,0.612117337966,"Hapgood, Isabel Florence,",The epic songs of Russia,,random,0
mdp.39015025920235,rev,known,1823,1763,m,uk,45325,0.558008976579,"Rogers, Samuel,","Italy, a poem",QR,reviewed,1
loc.ark+=13960=t18k7vr3q,rev,known,1887,1847,m,us,12638,0.480722930629,"Roche, James Jeffrey,",Songs and satires,ATL,reviewed,1
loc.ark+=13960=t20c5r23g,not,obscure,1868,1811,m,us,8515,0.505286807402,"Palmer, James Croxall,",Antarctic mariner's song,,random,0
